,Number Particles,Inertia,Cognition,Social,Max Velocity,Iteration,Avg X Position,Avg Y Position,Avg Fitness,% Within Error,Best X Position,Best Y Position,Best Fitness,Error
22,5,0.9,2.0,5.0,1,2000.0,16.0262,5.10191,93.17981999999999,0.0,19.95065,6.9894,128.06621,4.9744
23,5,1.0,2.0,4.0,1,2000.0,15.18366,5.22918,91.03681999999999,0.0,19.950770000000002,6.98763,128.06638,5.7388900000000005
24,2,0.5,5.0,2.5,1,800.0,-19.97404,-7.111219999999999,73.8875,0.0,-19.99525,-7.0098,73.99606999999999,0.08075
25,2,0.5,0.2,2.0,5,33.0,-13.1196,-19.080779999999997,60.275,0.0,-13.061119999999999,-19.002,60.3275,0.09811
26,2,0.2,3.5,4.0,1,143.0,-20.46099,-10.03679,70.75044,0.0,-20.48359,-9.94427,70.83977,0.09523999999999999
27,10,0.5,4.0,0.5,50,2000.0,15.51363,11.68951,20.78691,0.0,19.715020000000003,6.84515,127.37098,29.26026
28,30,0.2,1.0,5.0,10,2000.0,20.02959,6.73993,68.7467,3.33333,19.95685,6.98422,128.06668,3.41755
29,100,0.1,2.5,2.0,10,2000.0,19.87315,6.83068,42.038470000000004,0.0,19.96133,6.9725,128.06483,3.5501099999999997
30,2,0.8,5.0,3.0,5,2000.0,-19.79036,-6.71651,71.48980999999999,0.0,-19.97929,-6.9172199999999995,73.92882,1.82896
31,100,0.4,1.0,0.5,1,2000.0,11.658539999999999,4.52179,92.77051,53.0,19.95564,6.984780000000001,128.0667,9.73787
32,200,0.3,2.0,3.0,1,2000.0,15.59433,5.11378,98.6256,14.0,19.95543,6.98455,128.0667,6.07923
33,10,0.5,0.2,4.0,1,2000.0,20.14912,6.74402,123.30313999999998,10.0,19.95625,6.98606,128.06667,0.5092300000000001
34,30,0.7,4.0,0.5,1,2000.0,0.84246,2.0340599999999998,79.08422,3.33333,19.95305,6.983439999999999,128.06663999999998,16.83871
35,1000,0.2,2.5,2.5,1,2000.0,14.15686,5.146669999999999,97.04827,3.9,19.95562,6.984039999999999,128.0667,7.53265
36,30,0.5,3.0,3.5,50,2000.0,20.0856,4.29913,27.368740000000003,0.0,20.059839999999998,7.02153,127.93834,25.82178
37,200,0.9,2.0,4.0,50,2000.0,20.92645,9.45508,20.87997,0.0,19.88274,6.9981,128.01649,30.337909999999997
38,100,0.1,4.0,5.0,10,2000.0,20.42062,7.149310000000001,39.739470000000004,0.0,19.94952,6.98994,128.06602,4.05428
39,30,0.7,2.0,0.2,10,2000.0,7.39198,2.07793,69.05929,3.33333,19.95555,6.98429,128.0667,17.4555
40,200,0.9,0.5,3.5,5,2000.0,19.87098,7.349189999999999,62.480619999999995,0.5,19.95676,6.98603,128.06665,3.49422
41,30,0.3,4.0,5.0,1,2000.0,13.442029999999999,3.98239,86.4893,3.33333,19.95745,6.9838,128.06665,7.60538
42,1000,0.2,0.5,2.5,2,2000.0,19.96182,6.94678,120.46068999999999,8.8,19.95627,6.98425,128.0667,0.6451600000000001
43,100,0.9,5.0,5.0,2,2000.0,15.31276,5.64246,91.30229,4.0,19.95887,6.985239999999999,128.06659,7.17097
44,5,0.4,4.0,5.0,2,2000.0,-19.259610000000002,-7.615460000000001,72.9493,0.0,-20.005860000000002,-6.9939100000000005,73.9978,0.8652799999999999
45,1000,0.9,5.0,2.5,2,2000.0,11.42683,4.63684,85.9055,1.7,19.95563,6.98255,128.06667,10.48824
46,100,0.8,5.0,2.0,5,2000.0,16.358539999999998,5.55812,63.31139,3.0,19.948629999999998,6.98491,128.06625,8.4655
47,70,0.4,4.0,3.5,5,2000.0,18.95032,6.636880000000001,69.28171999999999,0.0,19.953960000000002,6.97923,128.06641000000002,3.9180599999999997
48,5,0.5,4.0,2.0,5,2000.0,-20.18153,-7.30025,71.26085,0.0,-19.97728,-7.02349,73.97625,2.09145
49,30,1.0,2.5,3.5,1,2000.0,-20.0764,-7.0609,73.26598,0.0,-19.99643,-7.00018,74.0036,0.6531899999999999
50,100,0.4,0.2,3.0,2,2000.0,20.13646,6.91707,112.35606000000001,2.0,19.95573,6.986280000000001,128.06667,0.92845
51,200,0.4,0.2,2.0,50,300.0,19.960279999999997,6.99022,127.98911000000001,98.0,19.95605,6.984660000000001,128.0667,0.06451
52,30,1.0,4.0,5.0,50,2000.0,22.04049,8.268139999999999,21.05406,0.0,20.02291,7.134289999999999,127.79491000000002,29.95417
53,200,0.7,2.0,5.0,50,2000.0,18.68764,7.48433,25.402620000000002,0.0,19.944679999999998,6.978960000000001,128.06537,26.23323
54,2,0.4,3.0,4.0,1,284.0,-19.932010000000002,-7.04928,73.9195,0.0,-19.98426,-6.9831,73.98669,0.08367000000000001
55,2,0.9,5.0,4.0,2,2000.0,-20.123260000000002,-6.1876,73.05185,0.0,-19.99687,-7.01018,73.99606999999999,0.70557
56,100,0.2,0.5,0.2,2,2000.0,12.102089999999999,4.66983,96.03631999999999,57.0,19.9549,6.98428,128.0667,9.6348
57,10,0.5,1.0,0.2,2,64.0,-19.98092,-6.9618199999999995,73.95125,0.0,-19.999979999999997,-6.999860000000001,74.00655,0.09747
58,5,0.5,2.5,2.5,2,2000.0,-19.950960000000002,-6.979710000000001,72.92837,0.0,-20.0029,-6.998,74.0029,0.92416
59,200,0.5,4.0,3.5,1,2000.0,13.930129999999998,4.80127,96.54368000000001,6.5,19.955460000000002,6.98447,128.0667,7.834219999999999
60,100,0.6,0.2,2.5,1,2000.0,20.01367,6.95288,124.34426,19.0,19.95599,6.984210000000001,128.0667,0.44983
61,2,0.2,4.0,2.0,10,2000.0,-18.99292,-8.905619999999999,71.26309,0.0,-19.997870000000002,-6.99608,74.00272,2.0861099999999997
62,5,0.3,2.5,2.0,2,1140.0,-19.936,-7.01957,73.90408000000001,0.0,-20.00113,-7.000939999999999,74.00503,0.09669
63,30,0.9,3.5,0.2,50,2000.0,19.12536,-7.65465,12.6411,0.0,19.94455,7.0157300000000005,128.0553,39.25801
64,30,0.4,3.0,3.5,50,2000.0,28.48511,-2.58612,24.20799,0.0,19.96485,6.99702,128.06432,24.517310000000002
65,10,0.6,4.0,2.0,50,2000.0,20.659489999999998,4.96276,26.73925,0.0,20.222,7.10688,127.22308000000001,24.64538
66,70,0.2,2.0,3.5,1,2000.0,15.103370000000002,5.74338,93.43594,7.142860000000001,19.95587,6.985130000000001,128.0667,5.92914
67,10,0.4,3.0,0.5,2,2000.0,-20.620070000000002,-7.77308,72.55704,0.0,-19.99961,-6.999860000000001,74.00632,1.03856
68,1000,0.3,0.5,2.5,2,2000.0,19.94006,7.00323,120.242,10.1,19.95528,6.98459,128.0667,0.65451
69,10,0.7,0.5,2.0,2,2000.0,-19.67395,-7.01035,73.52829,0.0,-20.0,-6.9999899999999995,74.00666,0.6300899999999999
70,200,0.8,0.5,3.5,5,2000.0,20.22113,7.12977,64.28324,0.5,19.95579,6.98255,128.06665,3.00622
71,100,0.3,3.5,3.5,5,2000.0,19.962320000000002,7.18163,63.8684,0.0,19.953889999999998,6.986460000000001,128.06662,2.09178
72,5,1.0,2.0,0.5,2,2000.0,1.46996,0.75284,78.35258,0.0,19.95506,6.98221,128.06665,17.91382
73,1000,0.7,0.2,5.0,5,2000.0,19.97579,7.05996,57.74305,1.0,19.955679999999997,6.9844800000000005,128.0667,3.23366
74,200,0.1,3.0,1.0,10,2000.0,19.83139,7.0169,111.4836,62.0,19.95516,6.9844100000000005,128.0667,1.47201
75,10,0.7,3.5,1.0,2,2000.0,-20.270039999999998,-6.74931,72.66708,0.0,-19.99408,-7.00024,74.00159000000001,1.12547
76,1000,0.9,3.0,2.5,10,2000.0,19.83935,6.99463,47.3232,0.0,19.952460000000002,6.98164,128.06654,5.81675
77,1000,0.1,3.5,0.5,50,2000.0,18.50269,7.3318,31.92097,0.1,19.95595,6.984310000000001,128.0667,18.67237
78,200,1.0,2.5,0.2,1,2000.0,-2.3214200000000003,0.69086,85.52905,3.0,19.955389999999998,6.98495,128.0667,20.76568
79,200,0.3,2.0,3.5,5,2000.0,19.94536,6.994960000000001,79.64243,3.0,19.95484,6.98538,128.06668,1.81487
80,1000,0.8,5.0,2.0,10,2000.0,19.960620000000002,6.84208,44.44777,0.1,19.953,6.984889999999999,128.06663999999998,5.67034
81,1000,0.9,0.5,1.0,2,2000.0,19.75228,6.88893,111.2183,17.5,19.95523,6.9840100000000005,128.0667,1.57358
82,100,0.7,1.0,2.0,1,2000.0,15.35524,5.14318,95.68708000000001,30.0,19.95581,6.98465,128.0667,5.86876
83,5,0.3,2.5,5.0,10,2000.0,-20.57145,-11.368730000000001,68.03784,0.0,-19.941029999999998,-6.945180000000001,73.93739000000001,4.28176
84,200,0.5,3.5,0.2,2,2000.0,-3.01669,-0.7137100000000001,85.84346,1.0,19.95482,6.984539999999999,128.0667,21.78126
85,100,1.0,3.0,4.0,50,2000.0,19.52579,5.51704,21.98285,0.0,19.9351,6.99105,128.06236,30.75968
86,70,0.4,3.5,5.0,2,2000.0,-20.04482,-7.019830000000001,72.93274,0.0,-19.99866,-6.998410000000001,74.00487,0.84829
87,100,0.3,1.0,2.5,1,2000.0,17.88734,5.98079,109.4286,43.0,19.95512,6.98413,128.0667,3.6859699999999997
88,100,0.6,2.0,2.5,50,2000.0,20.74995,5.7161,34.42604,1.0,19.961560000000002,6.99061,128.06599,18.38671
89,10,1.0,0.5,3.5,10,2000.0,-20.656779999999998,-6.964810000000001,67.48144,0.0,-19.99584,-6.99441,74.00059,5.46966
90,200,0.8,0.5,4.0,2,2000.0,20.139689999999998,7.12482,99.74508,3.0,19.95522,6.984389999999999,128.0667,1.29874
91,2,0.5,2.5,2.5,5,932.0,-20.00562,-7.02822,73.93625,0.0,-19.996170000000003,-7.01186,73.99429,0.04828
92,2,1.0,3.0,2.0,1,460.0,-20.00305,-7.0697399999999995,73.93288000000001,0.0,-20.00439,-6.993530000000001,73.99864000000001,0.0558
93,70,1.0,2.5,1.0,2,2000.0,10.660839999999999,4.36892,82.22183000000001,4.28571,19.95565,6.98453,128.0667,11.18298
94,5,0.3,2.0,0.5,1,125.0,-19.96959,-6.981489999999999,73.93070999999999,0.0,-20.00008,-6.99903,74.00574,0.09391000000000001
95,1000,0.9,0.2,1.0,50,2000.0,21.00231,5.38119,29.55449,0.5,19.95552,6.985110000000001,128.0667,28.5211
96,70,0.4,5.0,2.0,5,2000.0,8.09874,3.31886,71.53513000000001,1.4285700000000001,19.947329999999997,6.975569999999999,128.06534,13.949720000000001
97,30,0.6,2.0,4.0,2,2000.0,18.445729999999998,6.82057,104.41707,3.33333,19.95617,6.98485,128.06668,3.2998
98,5,0.1,2.0,4.0,1,2000.0,-20.11024,-7.0556399999999995,73.31081,0.0,-19.9962,-7.00328,74.00206,0.52387
99,200,0.3,0.5,5.0,50,2000.0,20.07099,9.45474,28.15097,0.0,19.95029,6.98177,128.06638999999998,22.06086
100,10,0.8,5.0,0.2,5,2000.0,-3.4399900000000003,-0.99684,65.42628,0.0,20.003829999999997,6.987310000000001,128.04381,21.99312
101,70,0.7,1.0,2.5,10,2000.0,19.77468,7.588439999999999,64.93995,2.8571400000000002,19.95928,6.98146,128.06645,3.5901400000000003
102,70,0.2,3.5,0.2,1,2000.0,-3.31704,0.9253,82.49117,0.0,19.95485,6.98442,128.0667,20.36062
103,200,0.6,4.0,2.0,2,2000.0,11.58708,4.900180000000001,91.79271999999999,4.0,19.95673,6.98313,128.06667,10.285739999999999
104,5,0.1,4.0,4.0,10,2000.0,-19.5802,-7.586869999999999,69.12079,0.0,-19.928060000000002,-7.02204,73.94076,3.72819
105,70,1.0,2.0,2.0,50,2000.0,18.8485,17.799329999999998,22.16341,0.0,19.85524,6.99872,127.97326000000001,29.838820000000002
106,100,0.1,5.0,4.0,2,2000.0,15.33354,5.56877,99.82151,0.0,19.9553,6.98159,128.0666,6.99304
107,70,0.8,3.0,5.0,1,2000.0,16.19878,5.84888,100.0445,10.0,19.95571,6.98495,128.06668,5.1685300000000005
108,70,0.1,3.0,2.0,10,2000.0,-19.14105,-6.66632,69.21378,0.0,-19.99142,-7.009060000000001,73.99504,3.72747
109,200,0.7,4.0,5.0,5,2000.0,20.14987,7.27902,69.90765,0.0,19.95391,6.98283,128.06665,2.57738
110,5,0.2,2.5,5.0,10,2000.0,-19.72281,-3.6422199999999996,69.1609,0.0,-20.02891,-7.0564800000000005,73.93736,4.11679
111,200,0.4,3.5,0.2,2,2000.0,-3.0636900000000002,-0.6947300000000001,85.82491,2.5,19.9561,6.98417,128.0667,21.80732
112,2,0.1,5.0,5.0,2,80.0,-14.36193,-11.671330000000001,67.22055,0.0,-14.29685,-11.59895,67.22963,0.09733
113,30,0.2,0.2,4.0,5,2000.0,19.5686,6.852060000000001,60.54675,6.66667,19.95573,6.978789999999999,128.06636,2.3306
114,5,0.3,4.0,3.5,2,2000.0,-19.47075,-7.208469999999999,73.17493,0.0,-19.9997,-6.993589999999999,74.00066,0.72709
115,70,0.5,5.0,5.0,2,2000.0,-19.88415,-7.043589999999999,72.80976,0.0,-19.99812,-7.001010000000001,74.00477,1.011
116,30,0.7,2.0,3.0,5,2000.0,20.138189999999998,6.50772,74.45964000000001,6.66667,19.955579999999998,6.9802800000000005,128.06651000000002,2.3984799999999997
117,100,0.7,2.0,2.5,50,2000.0,18.86055,5.93222,30.261470000000003,0.0,19.94419,6.982469999999999,128.06548999999998,23.841070000000002
118,5,0.8,0.5,5.0,1,2000.0,19.6764,6.987139999999999,121.74438,0.0,19.95873,6.98747,128.06651000000002,0.5897899999999999
119,200,0.5,2.5,2.0,1,2000.0,13.614679999999998,4.72029,97.19301999999999,17.5,19.9555,6.984189999999999,128.0667,8.15766
120,100,0.6,3.0,1.0,1,2000.0,5.88552,3.20716,83.98298,6.0,19.95505,6.984439999999999,128.0667,13.837470000000001
121,70,0.3,3.5,0.2,1,2000.0,-5.39007,0.5802,80.5545,4.28571,19.95535,6.98384,128.0667,21.50305
122,2,0.8,4.0,0.5,10,2000.0,-21.652260000000002,-9.31454,64.62489000000001,0.0,-19.915779999999998,-6.900810000000001,73.89372,6.47989
123,70,0.3,1.0,3.0,1,2000.0,18.13869,6.30623,108.57333,20.0,19.95496,6.98416,128.0667,3.18709
124,1000,1.0,1.0,2.5,50,2000.0,20.77957,7.017469999999999,19.89047,0.8,19.955170000000003,6.985110000000001,128.0667,36.19225
125,2,0.7,1.0,3.0,1,333.0,-19.969820000000002,-7.02951,73.91176999999999,0.0,-20.02593,-7.02442,73.96681,0.07543
126,100,1.0,1.0,2.0,2,2000.0,19.28695,6.611960000000001,95.57708000000001,8.0,19.95551,6.984710000000001,128.0667,2.91512
127,5,0.9,5.0,1.0,50,2000.0,33.81362,-5.58139,4.91205,0.0,20.12489,7.146539999999999,127.52111000000001,36.22931
128,5,0.6,3.0,0.2,50,2000.0,22.11637,-13.019639999999999,31.81343,0.0,20.12827,6.9073,127.70918,20.40602
129,30,0.1,4.0,1.0,1,2000.0,7.203760000000001,3.47459,81.36091,20.0,19.95526,6.98372,128.0667,12.579989999999999
130,70,0.4,2.5,2.0,5,2000.0,17.84103,6.21946,86.22171999999999,5.71429,19.95531,6.98447,128.0667,5.214169999999999
131,70,0.6,1.0,2.5,10,2000.0,-20.21058,-7.1966399999999995,70.00159000000001,0.0,-20.00064,-7.00097,74.00539,3.4689300000000003
132,5,0.6,4.0,1.0,2,2000.0,-19.83406,-7.46765,72.69667,0.0,-20.00406,-6.99878,74.00198,1.08631
133,30,1.0,3.0,3.5,50,2000.0,29.813509999999997,-2.2215,18.194860000000002,0.0,19.85501,7.178660000000001,127.61417,27.22107
134,2,0.8,2.5,2.5,10,2000.0,-22.265929999999997,-8.18961,71.01588000000001,0.0,-20.012179999999997,-7.05467,73.94704,2.40445
135,70,0.8,3.0,0.2,1,2000.0,-4.13207,-0.57836,84.56651,1.4285700000000001,19.957929999999998,6.9861699999999995,128.0666,21.67909
136,100,0.5,0.5,3.5,50,2000.0,23.01197,7.42848,25.90355,0.0,19.95801,6.9832399999999994,128.06662,22.89264
137,1000,0.2,2.0,2.5,2,2000.0,17.41749,6.011,109.2192,7.0,19.95575,6.98393,128.0667,5.02965
138,2,0.8,2.0,2.5,10,2000.0,-17.675710000000002,-7.36452,71.38594,0.0,-19.999979999999997,-6.97912,73.98698,2.48813
139,5,0.1,0.2,3.5,10,2000.0,-21.7215,-5.286169999999999,68.1568,0.0,-19.97318,-7.015510000000001,73.97885,4.24603
140,5,1.0,1.0,0.2,50,2000.0,2.22823,1.26626,18.72888,0.0,20.07001,6.802639999999999,127.621,40.2559
141,1000,0.3,4.0,3.0,5,2000.0,19.22618,6.74931,71.91051999999999,1.0,19.957279999999997,6.98457,128.06667,3.85115
142,10,0.7,3.5,0.2,50,2000.0,20.65139,-11.33617,24.72269,0.0,20.174,6.79082,127.24699,29.881709999999998
143,200,1.0,0.2,3.5,10,2000.0,19.31519,7.64112,41.667790000000004,0.0,19.96095,6.991739999999999,128.0659,9.02403
144,200,1.0,5.0,0.2,10,2000.0,5.079269999999999,0.64043,51.62587,0.0,19.951439999999998,6.98883,128.06633,19.20606
145,10,0.5,0.2,4.0,50,2000.0,21.839879999999997,10.080010000000001,25.059179999999998,0.0,20.02131,7.007389999999999,128.0166,28.81162
146,10,0.1,4.0,1.0,5,2000.0,-19.95063,-6.6669,73.6416,0.0,-20.0,-6.9999899999999995,74.00667,0.5665100000000001
147,200,0.5,2.5,1.0,10,2000.0,19.781679999999998,6.7385,72.56408,4.5,19.955370000000002,6.984089999999999,128.0667,2.93447
148,100,1.0,1.0,0.2,2,2000.0,0.38361,1.33579,75.82927,2.0,19.95711,6.98388,128.06667,18.66187
149,10,1.0,3.5,3.0,2,2000.0,15.0575,5.4163,76.81395,0.0,19.96032,7.001530000000001,128.06346000000002,6.2873
150,2,1.0,0.2,5.0,1,103.0,-18.72334,-6.573180000000001,72.86313,0.0,-18.71623,-6.633439999999999,72.87348,0.06067
151,30,0.4,3.0,0.2,10,2000.0,-5.10765,-3.6928699999999997,81.70065,0.0,20.296470000000003,7.044639999999999,126.90365,23.62021
152,30,0.2,2.5,0.5,1,2000.0,5.77705,3.4808,72.11272,0.0,21.25858,6.98182,112.43722,14.357479999999999
153,5,0.2,3.0,2.0,10,2000.0,-19.373160000000002,-5.60553,70.33649,0.0,-19.998179999999998,-6.97717,73.98531,3.73941
154,1000,0.8,4.0,1.0,2,2000.0,5.20025,2.63218,84.353,1.1,19.9557,6.985010000000001,128.0667,15.43825
155,10,0.6,5.0,0.5,50,2000.0,23.597189999999998,10.300939999999999,18.4217,0.0,19.938760000000002,7.0151,128.05423000000002,29.228920000000002
156,100,0.1,0.5,0.5,5,1494.0,19.948729999999998,6.97996,128.01686,99.0,19.95504,6.983860000000001,128.0667,0.05252999999999999
157,2,0.4,3.5,0.5,50,31.0,-21.64851,-11.22668,69.07942,0.0,-21.61219,-11.2056,69.11783,0.042
158,2,0.8,4.0,2.5,5,2000.0,-21.34396,-8.60413,71.33026,0.0,-20.00885,-7.025119999999999,73.97795,1.789
159,1000,0.5,2.0,1.0,1,2000.0,11.26724,4.66754,94.27455,51.5,19.955460000000002,6.984319999999999,128.0667,10.13998
160,2,0.1,2.5,4.0,1,153.0,-20.0497,-10.24775,70.61723,0.0,-20.106460000000002,-10.21441,70.64386,0.06583
161,10,0.7,2.0,3.0,1,2000.0,-18.59975,-6.101,72.18868,0.0,-20.001,-6.997139999999999,74.00367,3.43434
162,2,0.6,4.0,2.5,1,126.0,-19.77861,-7.17225,73.7478,0.0,-19.86363,-7.152819999999999,73.81492,0.08721
163,70,0.9,1.0,0.5,1,2000.0,10.978060000000001,5.03449,91.16454,17.14286,19.95501,6.984369999999999,128.0667,10.07206
164,200,0.2,1.0,0.5,50,1110.0,19.95206,6.983639999999999,128.04369,99.5,19.95557,6.984210000000001,128.0667,0.03562
165,2,0.5,2.5,0.5,10,24.0,-14.663720000000001,-6.9811,69.43108000000001,0.0,-14.669920000000001,-6.92287,69.43929,0.05856
166,200,0.6,5.0,3.5,1,2000.0,11.56275,4.56827,90.06443,3.0,19.9554,6.98538,128.06668,9.5471
167,2,1.0,2.5,2.0,1,405.0,-19.997139999999998,-7.06768,73.91333,0.0,-19.99921,-7.0010699999999995,74.0054,0.07992
168,200,1.0,1.0,3.5,50,2000.0,18.0966,9.21984,19.68804,0.0,19.96208,6.98451,128.0663,34.56814
169,200,0.8,5.0,3.5,5,2000.0,19.691979999999997,6.755669999999999,74.86318,0.5,19.95627,6.985710000000001,128.06667,3.0635
170,30,0.1,2.0,2.5,10,2000.0,18.91315,7.07229,43.95803,0.0,19.96699,6.9840100000000005,128.06548,3.75147
171,100,1.0,0.2,4.0,1,2000.0,19.907239999999998,7.02561,113.28713,2.0,19.956329999999998,6.9847600000000005,128.06668,0.9021100000000001
172,10,0.2,1.0,3.5,1,2000.0,18.61208,6.269480000000001,108.79043999999999,20.0,19.954829999999998,6.98412,128.0667,2.90006
173,70,0.7,0.5,3.5,10,2000.0,19.47576,7.11307,49.74286,0.0,19.9496,6.96152,128.0612,5.1689300000000005
174,5,1.0,0.5,4.0,2,2000.0,20.68672,6.9247,84.33041999999999,0.0,19.95475,6.9908399999999995,128.06625,1.7628099999999998
175,2,0.8,3.5,2.5,10,2000.0,-21.57531,-6.56066,68.58662,0.0,-20.03616,-7.006530000000001,73.96516,3.8536599999999996
176,70,0.9,0.2,3.0,2,2000.0,19.55954,6.56813,89.97806,1.4285700000000001,19.95676,6.988230000000001,128.06653,1.68241
177,200,1.0,1.0,1.0,50,2000.0,23.9077,5.7335400000000005,15.9249,3.5,19.95499,6.98468,128.0667,39.26075
178,70,0.9,5.0,3.5,1,2000.0,12.50121,4.71267,92.13977,1.4285700000000001,19.95296,6.98482,128.06663999999998,8.89291
179,10,1.0,0.5,3.0,10,2000.0,-21.40314,-7.38525,65.68114,0.0,-19.992079999999998,-7.001339999999999,73.99972,6.620610000000001
180,1000,1.0,2.0,3.0,2,2000.0,18.526670000000003,6.355580000000001,99.46996,2.2,19.9556,6.983289999999999,128.06668,3.9500699999999997
181,30,1.0,2.0,0.2,10,2000.0,1.0340200000000002,0.10630999999999999,55.66829,0.0,19.9357,6.94325,128.047,21.38335
182,70,0.7,5.0,3.5,5,2000.0,19.67398,6.7661,75.95486,0.0,19.958029999999997,6.983630000000001,128.06662,2.3298400000000004
183,1000,0.3,3.5,3.0,1,2000.0,13.57695,5.11606,96.58148,6.4,19.9552,6.98468,128.0667,8.147639999999999
184,70,0.2,4.0,4.0,10,2000.0,-19.52198,-6.899589999999999,68.72322,0.0,-20.00287,-7.001510000000001,74.00301,4.19116
185,10,1.0,2.5,4.0,5,2000.0,21.37181,5.50063,51.08345,0.0,19.96257,6.985130000000001,128.06624,3.65351
186,2,0.9,2.0,2.5,10,2000.0,23.6589,3.68131,34.66341,0.0,19.845570000000002,6.8639399999999995,127.82506000000001,4.4105099999999995
187,30,0.9,0.5,0.2,1,138.0,-19.98682,-7.0235199999999995,73.90841,0.0,-19.99981,-6.999410000000001,74.00610999999999,0.09785
188,200,0.4,4.0,0.2,5,2000.0,-2.3265700000000002,-1.0343200000000001,69.07160999999999,0.5,19.95484,6.98425,128.0667,21.458270000000002
189,1000,0.5,0.2,0.2,2,2000.0,16.289270000000002,5.71016,110.957,77.3,19.95566,6.98417,128.0667,6.12845
190,10,0.6,2.5,0.2,10,2000.0,-20.67331,-7.9100600000000005,69.14777,0.0,-19.9963,-6.99977,74.00350999999999,4.03956
191,1000,1.0,1.0,2.5,1,2000.0,17.99545,5.99693,105.29852,9.1,19.95564,6.98459,128.0667,3.76104
192,1000,1.0,3.0,0.2,1,2000.0,-4.16065,-1.10637,84.91648,2.4,19.955189999999998,6.98435,128.0667,22.22091
193,10,0.4,2.5,1.0,2,2000.0,-20.3498,-6.86578,73.27348,0.0,-20.0,-6.99998,74.00665,0.68383
194,1000,0.2,4.0,4.0,2,2000.0,16.33871,5.80066,102.42917,1.5,19.954179999999997,6.98486,128.06668,6.224069999999999
195,30,0.7,0.5,0.2,5,2000.0,13.62319,4.46055,112.56227,76.66666,19.95513,6.98499,128.0667,10.42077
196,30,1.0,2.0,2.0,2,2000.0,-20.11607,-6.88328,72.89899,0.0,-19.99866,-6.999969999999999,74.00551999999999,1.00874
197,1000,1.0,3.5,2.5,1,2000.0,12.176969999999999,4.56883,91.09615,5.1,19.95562,6.9844800000000005,128.0667,9.3231
198,30,0.7,0.5,1.0,2,2000.0,19.35124,6.33485,122.674,93.33334,19.955679999999997,6.984139999999999,128.0667,2.65064
