,Number Particles,Inertia,Cognition,Social,Max Velocity,Iteration,Avg X Position,Avg Y Position,Avg Fitness,% Within Error,Best X Position,Best Y Position,Best Fitness,Error
8542,10,0.4,1.0,5.0,2,2000.0,-20.21145,-6.744210000000001,72.7104,0.0,-19.99885,-6.99982,74.00568,1.02464
8543,100,0.9,1.0,0.2,2,2000.0,-7.02694,-0.95399,73.50105,1.0,19.95571,6.984310000000001,128.0667,22.08448
8544,30,0.5,0.2,3.5,10,2000.0,20.83941,5.92264,52.48171,0.0,19.94136,6.97885,128.06461000000002,5.77327
8545,1000,0.4,2.5,3.0,5,2000.0,19.95466,6.8686,79.6824,1.3,19.956329999999998,6.98376,128.06668,1.9536099999999998
8546,200,0.9,0.5,1.0,5,2000.0,19.96986,6.845,87.48483,8.0,19.9559,6.98423,128.0667,2.50475
8547,1000,0.4,3.5,4.0,2,2000.0,16.70177,5.85681,101.72731,2.0,19.95543,6.984439999999999,128.0667,5.6994
8548,70,0.8,3.5,2.5,1,2000.0,12.74107,4.80553,93.98885,8.57143,19.95767,6.98366,128.06665,8.81759
8549,1000,0.3,5.0,5.0,50,2000.0,18.57611,6.5923300000000005,29.87316,0.1,19.96061,6.98685,128.06641000000002,21.922520000000002
8550,10,0.8,1.0,0.5,1,2000.0,12.82728,2.95213,89.46323000000001,50.0,19.95531,6.984430000000001,128.0667,8.77378
8551,5,0.2,4.0,0.5,5,43.0,-19.59388,-7.00785,73.65002,0.0,-19.62797,-7.031910000000001,73.68516,0.07027
8552,200,0.6,0.5,2.5,1,2000.0,19.95522,7.0101,125.26308999999999,27.5,19.95513,6.984439999999999,128.0667,0.39038
8553,100,0.9,2.5,0.5,10,2000.0,16.59347,5.4574,46.32816,0.0,19.95325,6.972919999999999,128.06531999999999,11.27651
8554,5,0.3,3.0,3.5,10,2000.0,-20.51505,-10.492989999999999,67.64665,0.0,-19.9579,-6.979410000000001,73.96686,4.86296
8555,10,0.5,2.0,2.5,50,2000.0,26.55875,11.94099,24.825329999999997,0.0,19.95451,7.004510000000001,128.06243999999998,17.545679999999997
8556,30,0.2,0.2,3.5,2,2000.0,19.81305,6.82235,112.9943,0.0,19.96345,6.975439999999999,128.0652,0.9105200000000001
8557,1000,0.3,5.0,2.5,2,2000.0,12.95237,5.2307,96.3642,3.7,19.95575,6.98475,128.0667,9.27234
8558,10,0.5,1.0,2.0,5,286.0,19.95671,6.988760000000001,127.92841000000001,90.0,19.95496,6.9844800000000005,128.0667,0.0851
8559,70,1.0,2.0,4.0,5,2000.0,19.90576,7.033739999999999,70.40529000000001,0.0,19.9498,6.983630000000001,128.06638999999998,2.35089
8560,2,0.6,3.5,4.0,5,2000.0,-21.07695,-5.19395,71.39504000000001,0.0,-19.9819,-7.02033,73.98119,1.8349099999999998
8561,30,0.2,5.0,0.5,2,2000.0,-3.7508199999999996,-1.01282,77.4081,0.0,21.33331,6.98275,110.61348999999998,22.40193
8562,2,0.8,3.5,4.0,1,760.0,-19.95545,-7.056019999999999,73.92569,0.0,-20.00962,-6.99379,73.99434000000001,0.07682
8563,70,0.9,3.5,0.5,1,2000.0,1.01166,3.1759,80.49797,0.0,19.958070000000003,6.98555,128.06662,17.055
8564,100,0.1,0.2,2.0,10,639.0,19.967270000000003,6.9798100000000005,127.88121000000001,93.0,19.95584,6.9839,128.0667,0.09967000000000001
8565,2,0.1,5.0,2.5,5,2000.0,-19.65679,-8.15687,72.70781,0.0,-19.9066,-6.91495,73.89806,1.2667899999999999
8566,1000,0.7,3.0,4.0,2,2000.0,17.7434,6.1305,101.60964,3.1,19.9549,6.984939999999999,128.06668,4.77527
8567,100,0.9,0.2,4.0,1,2000.0,19.86617,6.994789999999999,115.12643,7.0,19.95502,6.98398,128.06668,0.84346
8568,2,0.9,4.0,5.0,50,2000.0,18.1539,5.96701,36.68764,0.0,18.8849,6.76587,117.31933000000001,15.838779999999998
8569,5,0.7,3.5,5.0,1,2000.0,14.000020000000001,4.23914,91.96069,0.0,19.95341,6.991289999999999,128.06615,7.11238
8570,30,0.3,0.2,1.0,2,198.0,19.97853,6.97423,127.88806000000001,96.66666,19.95553,6.984789999999999,128.0667,0.09797
8571,30,0.7,1.0,3.0,50,2000.0,22.36042,7.5606800000000005,22.62942,0.0,19.96445,6.99003,128.06566999999998,28.497429999999998
8572,30,0.5,4.0,0.2,10,2000.0,-4.7608,-1.4691,58.8309,0.0,19.95479,6.974419999999999,128.06566999999998,23.03496
8573,5,0.9,3.5,5.0,5,2000.0,20.213420000000003,4.91779,70.25095999999999,0.0,19.991789999999998,6.9859800000000005,128.05428,3.2360900000000004
8574,10,0.7,2.0,0.5,50,2000.0,24.06935,4.11109,49.67545,0.0,19.957720000000002,6.98592,128.06663999999998,9.03306
8575,2,0.9,3.0,2.5,5,2000.0,-20.73408,-6.78832,72.76641,0.0,-19.950329999999997,-6.959810000000001,73.95193,0.9988
8576,70,0.1,0.5,2.5,2,2000.0,-20.02824,-7.14005,73.16903,0.0,-20.000020000000003,-7.000039999999999,74.00662,0.63571
8577,200,0.3,3.5,2.5,5,2000.0,19.014670000000002,6.730639999999999,72.88911,0.0,19.9553,6.98723,128.0666,3.88812
8578,100,0.8,0.2,3.5,5,2000.0,20.03027,7.3570199999999994,54.22785,1.0,19.954,6.98343,128.06667,3.6064800000000004
8579,100,0.4,4.0,3.0,50,2000.0,20.093320000000002,5.26026,30.88665,0.0,19.944679999999998,6.9730300000000005,128.06441,22.105420000000002
8580,1000,0.5,4.0,1.0,10,2000.0,19.92719,6.7407699999999995,48.06756,1.2,19.955289999999998,6.98376,128.0667,4.64229
8581,10,0.9,3.0,0.2,1,2000.0,-9.34445,-2.94618,76.46591,0.0,19.95727,6.98027,128.06648,24.588420000000003
8582,2,0.7,3.0,2.5,1,456.0,-19.93935,-6.95944,73.90912,0.0,-19.9927,-6.99408,73.99861999999999,0.08832999999999999
8583,1000,0.2,0.2,0.5,1,2000.0,17.74311,5.99085,109.35843999999999,77.0,19.95484,6.98458,128.0667,3.85161
8584,5,0.1,2.0,3.5,2,2000.0,-19.51231,-6.862139999999999,72.97511,0.0,-19.98085,-7.004510000000001,73.98954,0.81335
8585,1000,0.5,1.0,4.0,5,2000.0,19.951060000000002,6.9377699999999995,69.84595999999999,1.7,19.955779999999997,6.98413,128.0667,2.23651
8586,5,0.7,0.2,3.0,50,2000.0,12.14833,-9.20584,28.64173,0.0,20.00279,7.12482,127.84517,36.880990000000004
8587,70,0.4,3.0,4.0,50,2000.0,20.47138,10.03797,26.83799,0.0,19.92372,6.9973,128.05562,22.05163
8588,70,0.5,1.0,1.0,10,36.0,-19.99861,-7.0027,73.95869,0.0,-19.99989,-6.99994,74.00656,0.06813999999999999
8589,10,0.7,3.0,2.0,2,2000.0,-20.57852,-7.106730000000001,73.1073,0.0,-20.000329999999998,-7.00299,74.00350999999999,0.73235
8590,70,1.0,3.0,0.5,50,2000.0,19.07425,7.60735,9.137,0.0,19.94939,6.99233,128.06566999999998,42.61012
8591,2,0.2,4.0,0.5,10,31.0,-20.01276,-6.4673,73.49174000000001,0.0,-19.922520000000002,-6.46748,73.5088,0.09802000000000001
8592,200,0.5,0.5,3.0,1,2000.0,19.940070000000002,6.98263,124.42998,12.5,19.95555,6.9842,128.0667,0.44495
8593,10,0.5,0.2,2.5,1,2000.0,20.07335,6.991960000000001,125.10828000000001,30.0,19.95521,6.98464,128.0667,0.4003
8594,200,0.1,2.5,2.0,5,2000.0,19.28065,7.0027800000000004,76.32376,0.5,19.956889999999998,6.984319999999999,128.06668,3.1176
8595,5,0.7,0.2,4.0,1,2000.0,20.54925,7.2027600000000005,115.67483,0.0,19.9626,6.98089,128.06607,0.8195100000000001
8596,30,0.8,1.0,3.5,50,2000.0,22.77246,8.378789999999999,22.20666,0.0,19.90449,6.97463,128.04237,26.70873
8597,200,0.1,4.0,3.5,10,2000.0,20.30167,7.1314,41.48046,0.0,19.95419,6.988630000000001,128.0665,3.89856
8598,5,0.9,4.0,3.5,2,2000.0,-20.08971,-6.7081,73.1401,0.0,-19.986620000000002,-6.99598,73.99481,0.71837
8599,5,0.4,5.0,0.2,50,26.0,-17.61261,-8.23615,71.59898000000001,0.0,-17.65511,-8.140880000000001,71.67889,0.09615
8600,30,0.4,2.5,5.0,50,2000.0,24.84721,14.01636,19.85032,0.0,19.85116,6.9633199999999995,127.96458999999999,25.49202
8601,1000,0.5,1.0,2.5,10,2000.0,20.002270000000003,6.931780000000001,69.90378,5.1,19.95598,6.9841,128.0667,3.27363
8602,100,0.6,0.5,5.0,10,2000.0,-19.801779999999997,-7.25087,67.69864,0.0,-20.007379999999998,-6.999560000000001,73.99838000000001,5.12758
8603,10,0.3,2.5,2.0,10,2000.0,-20.4397,-6.33505,71.42959,0.0,-19.999979999999997,-7.00005,74.00662,2.16953
8604,70,0.6,0.5,5.0,50,2000.0,15.22093,8.70801,29.291790000000002,0.0,19.96711,6.995710000000001,128.06423999999998,25.02119
8605,2,0.6,0.5,1.0,1,123.0,-19.149810000000002,-11.30396,69.54507,0.0,-19.16665,-11.300419999999999,69.5498,0.01721
8606,2,1.0,5.0,3.5,10,2000.0,-19.90159,-9.93435,70.91541,0.0,-20.09544,-6.902589999999999,73.86345,2.2160599999999997
8607,100,0.4,5.0,0.2,5,2000.0,-6.0021,-2.24452,65.97988000000001,1.0,19.956020000000002,6.98387,128.0667,23.23281
8608,30,1.0,3.0,3.0,1,2000.0,-19.81255,-7.01168,73.41499,0.0,-20.001170000000002,-6.9991,74.0051,0.50613
8609,1000,0.2,5.0,5.0,1,2000.0,14.07076,5.21204,96.66738000000001,4.4,19.95524,6.98499,128.0667,7.5913699999999995
8610,5,0.7,1.0,0.2,2,71.0,-19.78271,-6.88155,73.78215,0.0,-19.86425,-6.90499,73.8652,0.09091
8611,2,1.0,0.2,0.5,10,2000.0,22.71325,10.81637,29.88973,0.0,19.91214,7.192010000000001,127.63432,11.00848
8612,10,0.4,0.2,2.5,1,2000.0,19.89036,7.05214,125.55022,30.0,19.95545,6.98469,128.0667,0.37024
8613,200,0.7,0.2,5.0,2,2000.0,19.850939999999998,6.9520100000000005,97.61519,4.5,19.95561,6.98457,128.0667,1.3271
8614,30,0.7,0.5,2.5,50,2000.0,19.733,11.01243,24.52553,0.0,19.9934,7.00731,128.0482,26.09659
8615,200,0.9,0.5,5.0,50,2000.0,13.81056,6.7622800000000005,17.79455,0.0,19.97991,6.950480000000001,128.04838999999998,37.542390000000005
8616,200,0.1,3.5,5.0,2,2000.0,17.52766,6.20173,105.3606,0.5,19.95785,6.98415,128.06663999999998,4.77139
8617,30,0.6,2.0,0.5,5,2000.0,10.67324,3.23841,102.63168,50.0,19.95492,6.9843,128.0667,12.9504
8618,1000,0.4,1.0,2.5,10,2000.0,19.97283,7.06262,75.0472,6.9,19.95506,6.9844,128.0667,2.8631599999999997
8619,2,0.1,1.0,3.5,50,90.0,-20.32976,-8.04768,72.82497,0.0,-20.344620000000003,-8.03341,72.83276,0.0206
8620,200,1.0,3.0,4.0,5,2000.0,19.660020000000003,7.134810000000001,66.61017,0.5,19.961660000000002,6.9881,128.06622,3.06811
8621,1000,0.3,0.2,1.0,50,49.0,19.95265,6.987430000000001,127.97885,99.9,19.95524,6.9844100000000005,128.0667,0.08912
8622,10,0.2,2.5,2.0,10,2000.0,-21.31075,-6.7426,70.14435999999999,0.0,-19.9916,-6.999439999999999,73.99949000000001,2.84993
8623,10,0.6,3.0,5.0,5,2000.0,19.517120000000002,5.77715,77.13799,0.0,19.966829999999998,6.99745,128.06386,2.7741
8624,1000,0.7,1.0,0.2,10,2000.0,13.01905,4.39628,113.94556999999999,77.8,19.955820000000003,6.9848300000000005,128.0667,11.752989999999999
8625,10,0.6,1.0,1.0,2,64.0,-19.9806,-7.01635,73.95277,0.0,-20.00008,-7.00128,74.00533,0.05836
8626,30,0.9,1.0,3.5,50,2000.0,15.00738,8.34115,31.056829999999998,0.0,19.91636,6.9505300000000005,128.04228,28.54451
8627,5,0.4,4.0,2.0,50,2000.0,21.53805,3.9611199999999998,34.39804,0.0,19.95461,6.76301,127.60795,15.72365
8628,100,0.7,1.0,2.5,5,2000.0,20.036739999999998,7.194489999999999,77.55937,4.0,19.95644,6.9836800000000006,128.06668,2.05753
8629,5,0.6,3.0,0.5,2,2000.0,-20.432679999999998,-6.16948,72.75653,0.0,-20.00103,-7.0012300000000005,74.00489,1.05334
8630,100,0.9,1.0,2.5,1,2000.0,16.50265,5.73375,98.25128000000001,9.0,19.95467,6.98491,128.06668,4.888730000000001
8631,30,0.5,2.5,5.0,50,2000.0,23.30932,11.955639999999999,19.82884,0.0,19.992810000000002,6.95725,128.04433,28.36604
8632,5,0.5,0.5,2.0,2,134.0,-20.001379999999997,-7.0068399999999995,73.97469,0.0,-19.99858,-6.999560000000001,74.00541,0.029060000000000002
8633,1000,0.4,1.0,3.0,2,2000.0,19.87815,6.9928300000000005,117.83621000000001,8.9,19.955389999999998,6.98468,128.0667,0.9541
8634,1000,0.1,3.5,0.2,1,2000.0,-0.48343,2.76637,86.21795,1.2,19.95566,6.984039999999999,128.0667,18.82152
8635,1000,1.0,3.0,2.0,1,2000.0,11.93158,4.54142,90.87948,6.1,19.95514,6.984380000000001,128.0667,9.55793
8636,2,0.9,4.0,0.5,50,2000.0,50.90797,9.4954,-6.60843,0.0,20.388370000000002,6.98033,126.27406,33.718740000000004
8637,2,0.4,2.5,2.5,5,1460.0,-20.01833,-6.99101,73.96307,0.0,-19.98007,-7.0103100000000005,73.98663,0.0416
8638,200,0.1,3.0,0.5,1,2000.0,7.47553,4.26644,88.45657,5.5,19.95572,6.98468,128.0667,12.857
8639,2,0.7,0.5,3.5,5,2000.0,-18.55271,-4.73123,71.62987,0.0,-20.02595,-7.02312,73.96773,2.4355900000000004
8640,10,0.7,5.0,2.5,5,2000.0,14.496879999999999,4.656619999999999,61.85487,0.0,19.93648,6.986039999999999,128.06333999999998,8.59753
8641,70,1.0,0.2,4.0,10,2000.0,24.514979999999998,6.91455,35.69505,0.0,19.938679999999998,6.9663,128.06105,9.21488
8642,200,0.3,1.0,2.5,5,2000.0,19.91734,6.9458899999999995,109.23503000000001,30.5,19.95573,6.984380000000001,128.0667,1.06487
8643,10,0.2,3.0,3.0,10,2000.0,-22.05086,-5.88267,68.94711,0.0,-19.97537,-6.985130000000001,73.98217,3.6850300000000002
8644,70,1.0,2.5,3.5,2,2000.0,18.66467,6.08675,99.03699,0.0,19.955470000000002,6.985580000000001,128.06668,3.6724
8645,10,0.9,5.0,2.5,1,2000.0,11.048760000000001,3.12985,77.37089,0.0,19.952070000000003,6.9846,128.06659,9.72076
8646,200,0.2,0.5,2.0,1,2000.0,19.46459,6.788989999999999,122.65834,93.5,19.955920000000003,6.98455,128.0667,1.56035
8647,30,0.7,1.0,4.0,5,2000.0,20.99543,6.84655,66.13248,0.0,19.94983,6.9908600000000005,128.06595,3.0163599999999997
8648,1000,0.8,4.0,0.2,2,2000.0,-4.26665,-1.4773,79.02465,0.9,19.954929999999997,6.983860000000001,128.06668,22.49974
8649,70,0.2,1.0,2.5,1,2000.0,17.02864,5.91935,101.99479000000001,51.42857,19.95597,6.98394,128.0667,4.26216
8650,5,0.7,3.0,0.2,10,2000.0,-20.56224,-9.88997,68.94221,0.0,-19.99459,-6.99667,74.00126999999999,4.05575
8651,100,0.5,3.5,5.0,2,2000.0,16.77,5.80906,101.23096,3.0,19.95438,6.98336,128.06667,5.4221
8652,200,0.3,3.0,3.5,50,2000.0,19.722479999999997,6.11267,31.29317,0.0,19.94567,6.97923,128.06557,19.81547
8653,70,0.5,5.0,0.2,5,2000.0,-15.577210000000001,-5.83902,67.9397,0.0,19.94218,6.9870399999999995,128.06497,27.308709999999998
8654,200,0.3,5.0,4.0,10,2000.0,19.8953,6.747139999999999,47.87681,0.0,19.95254,6.98676,128.06654,4.2976
8655,10,0.1,3.0,2.5,1,2000.0,16.340020000000003,5.55708,110.68071,0.0,19.946270000000002,6.97985,128.06573,6.9332
8656,10,1.0,0.2,2.0,1,2000.0,19.83202,6.92387,120.06126,20.0,19.95603,6.98415,128.0667,0.6632
8657,2,0.1,2.0,0.5,50,15.0,-18.6728,-11.04953,69.74531999999999,0.0,-18.6189,-10.99722,69.78793,0.07511
8658,100,0.5,0.5,3.5,2,2000.0,20.02361,6.98336,110.85853999999999,5.0,19.95559,6.98302,128.06668,0.9725600000000001
8659,2,0.2,5.0,0.2,2,124.0,-18.34346,-7.7980100000000006,72.3671,0.0,-18.40672,-7.735580000000001,72.44516999999999,0.08887
8660,5,0.6,5.0,2.0,5,2000.0,-19.13364,-6.04218,71.18861,0.0,-19.9959,-6.994910000000001,74.00098,2.75603
8661,200,1.0,2.5,4.0,50,2000.0,20.01926,8.65903,23.98399,0.0,19.90645,6.99845,128.04259,29.7052
8662,10,0.5,3.5,3.5,50,2000.0,22.74762,13.644639999999999,31.93709,0.0,20.03683,6.997310000000001,127.99566999999999,24.0648
8663,2,0.6,3.0,3.0,50,2000.0,16.3873,4.54,59.6238,0.0,19.94492,6.92842,128.03534,5.48378
8664,70,0.3,2.0,4.0,1,2000.0,15.836310000000001,5.701890000000001,95.27887,10.0,19.95601,6.9851399999999995,128.06668,5.29598
8665,100,1.0,2.0,5.0,2,2000.0,19.94368,7.09806,99.1771,0.0,19.95887,6.984439999999999,128.06659,1.8854
8666,2,0.7,2.0,4.0,1,117.0,-20.15457,-9.39353,71.49149,0.0,-20.11083,-9.376,71.51825,0.04712
8667,30,0.3,2.5,5.0,5,2000.0,20.58844,7.41587,59.88013,0.0,19.95426,6.98252,128.06663999999998,2.43012
8668,10,0.8,0.2,0.5,2,858.0,19.92044,6.9751199999999995,127.95265,90.0,19.9548,6.9840800000000005,128.0667,0.07942
8669,200,0.2,0.5,5.0,10,2000.0,19.7883,7.0515300000000005,48.113009999999996,0.0,19.95567,6.98345,128.06668,4.2185
8670,30,0.3,3.5,2.0,2,2000.0,12.14221,4.71488,91.2642,10.0,19.95394,6.98298,128.06665,9.37139
8671,30,0.7,4.0,1.0,10,2000.0,17.06205,5.852609999999999,49.370509999999996,6.66667,19.96251,6.9891,128.06604,6.740880000000001
8672,1000,0.7,3.5,1.0,1,2000.0,7.84664,4.47853,88.00657,4.0,19.95597,6.98487,128.0667,12.59948
8673,1000,0.9,3.5,1.0,5,2000.0,13.0631,4.4608099999999995,63.5661,0.5,19.955289999999998,6.98423,128.0667,11.48833
8674,2,0.8,3.0,2.0,50,2000.0,33.17603,9.06537,35.66285,0.0,20.03545,6.882569999999999,127.89903999999999,13.210339999999999
8675,1000,0.1,0.2,3.5,1,2000.0,19.94114,6.959339999999999,124.89935,4.8,19.95575,6.98389,128.0667,0.41476999999999997
8676,200,0.2,3.0,3.5,50,2000.0,18.299570000000003,8.21756,31.57553,0.0,19.98605,7.0189699999999995,128.0452,19.31567
8677,5,0.7,5.0,5.0,2,2000.0,-19.7418,-6.811310000000001,72.65172,0.0,-20.00573,-7.0014899999999995,73.99996999999999,1.12114
8678,5,0.4,0.5,0.2,5,39.0,-20.20026,-6.9648,73.75249000000001,0.0,-20.18918,-7.01236,73.79315,0.09686
8679,1000,0.5,1.0,3.0,50,2000.0,21.221339999999998,7.328639999999999,30.77168,0.3,19.95684,6.9836,128.06667,20.15018
8680,100,0.7,2.0,5.0,1,2000.0,16.856720000000003,5.55596,100.29874000000001,5.0,19.95484,6.98468,128.06668,4.61448
8681,2,0.6,0.5,3.5,5,2000.0,-21.3754,-7.8449100000000005,70.99547,0.0,-20.0178,-7.0163,73.97964,2.15634
8682,1000,0.1,0.2,1.0,2,459.0,19.95502,6.98155,127.9796,99.9,19.9559,6.9851,128.0667,0.0797
8683,100,0.4,1.0,1.0,10,506.0,19.96603,6.98495,127.96961,99.0,19.955920000000003,6.983960000000001,128.0667,0.07236000000000001
8684,100,0.5,3.0,4.0,50,2000.0,21.77157,7.610010000000001,26.27546,0.0,19.94055,6.966189999999999,128.06152,22.547729999999998
8685,10,0.5,2.5,3.5,50,2000.0,17.06429,6.69504,32.2122,0.0,19.89948,6.86457,127.90493000000001,21.20478
8686,5,0.2,0.5,3.0,2,2000.0,-19.81745,-7.1022300000000005,73.35815,0.0,-20.00124,-6.9995,74.0052,0.6038600000000001
8687,100,0.5,2.5,2.0,5,2000.0,18.97663,6.6412,98.47122,8.0,19.95445,6.983510000000001,128.06668,4.452380000000001
8688,1000,0.2,2.0,2.0,50,2000.0,19.71181,7.0233300000000005,62.627230000000004,9.8,19.95497,6.9840100000000005,128.0667,10.48488
8689,70,0.4,4.0,1.0,2,2000.0,-20.04896,-7.0069300000000005,72.93429,0.0,-19.99984,-6.99998,74.00653,0.8421299999999999
8690,30,0.6,1.0,3.0,2,2000.0,19.61652,6.91672,112.77108,3.33333,19.95465,6.98555,128.06667,0.91814
8691,70,0.9,2.0,1.0,1,2000.0,10.37008,4.88767,89.78218000000001,10.0,19.955679999999997,6.983639999999999,128.0667,10.37451
8692,5,1.0,0.5,2.0,10,2000.0,-12.04358,-2.00011,63.35715,0.0,-19.98936,-7.00482,73.9963,9.02511
8693,5,0.1,1.0,3.0,1,220.0,-19.90886,-6.98603,73.9249,0.0,-20.00331,-7.0011,74.00272,0.08993999999999999
8694,200,0.9,2.0,0.2,1,2000.0,-1.11296,2.57836,85.82238000000001,6.0,19.9556,6.9844800000000005,128.0667,19.47966
8695,200,0.6,5.0,1.0,5,2000.0,7.21882,2.85588,64.6705,0.5,19.9557,6.984430000000001,128.0667,15.310979999999999
8696,1000,0.8,0.2,1.0,10,573.0,19.9572,6.98378,127.93671,98.1,19.95512,6.9840100000000005,128.0667,0.08466
8697,30,0.1,5.0,5.0,50,2000.0,18.135939999999998,5.14231,28.591140000000003,0.0,19.89198,7.0250699999999995,128.01303000000001,21.60761
8698,100,0.4,0.5,3.5,2,2000.0,19.97746,6.91153,114.73702,4.0,19.95626,6.98463,128.0667,0.85541
8699,100,1.0,3.5,3.0,2,2000.0,15.43109,5.6123199999999995,93.1582,0.0,19.95675,6.98026,128.0665,7.20218
8700,1000,1.0,1.0,0.2,2,2000.0,2.30891,2.36252,75.29120999999999,1.2,19.955070000000003,6.984030000000001,128.0667,17.70597
8701,2,0.6,2.0,0.2,5,35.0,-10.978010000000001,-2.8273,65.56335,0.0,-11.03745,-2.7821599999999997,65.59192,0.07463
8702,30,0.9,2.5,0.2,10,2000.0,4.03909,1.81508,53.403180000000006,0.0,19.95727,6.99567,128.06535,20.32854
8703,70,0.8,0.2,4.0,1,2000.0,19.81651,6.9120800000000004,118.7559,4.28571,19.956529999999997,6.986,128.06667,0.7155100000000001
8704,30,0.2,5.0,1.0,1,2000.0,5.619619999999999,3.48444,78.6889,3.33333,19.95615,6.98451,128.0667,13.48621
8705,70,0.8,4.0,2.5,50,2000.0,22.25301,5.61519,25.029529999999998,0.0,19.966820000000002,7.00086,128.06281,24.227120000000003
8706,100,0.8,4.0,1.0,2,2000.0,1.96448,1.1632200000000001,79.87619000000001,0.0,19.95371,6.98462,128.06667,17.35771
8707,5,0.5,5.0,1.0,2,2000.0,-19.66678,-6.4901,73.28211999999999,0.0,-20.00027,-7.00133,74.00523000000001,0.59678
8708,2,0.2,2.5,3.0,50,2000.0,-1.7977900000000002,4.21814,50.79677,0.0,-20.17137,-7.05788,73.80203,18.36214
8709,1000,0.1,2.5,0.5,10,2000.0,14.93675,4.94838,56.762130000000006,1.5,19.95585,6.98416,128.0667,10.23013
8710,100,0.5,2.0,1.0,1,2000.0,8.17716,3.4504699999999997,86.85735,42.0,19.95594,6.98413,128.0667,12.1288
8711,5,0.8,3.0,1.0,1,2000.0,10.30684,3.5236099999999997,95.51571,0.0,19.965670000000003,6.98411,128.06573,12.06795
8712,100,0.9,3.5,0.2,5,2000.0,-11.56064,-4.13667,66.16336,0.0,19.95465,6.97383,128.06555,25.67292
8713,100,0.5,2.5,1.0,50,2000.0,19.88096,7.6357,40.12143,1.0,19.955370000000002,6.98384,128.0667,16.431060000000002
8714,2,0.2,4.0,5.0,2,84.0,-18.14715,-9.893410000000001,70.69849,0.0,-18.18059,-9.88035,70.72366,0.0359
8715,200,0.5,0.2,2.0,10,2000.0,19.92129,6.86113,123.07553,80.5,19.955170000000003,6.9841,128.0667,0.72101
8716,1000,0.3,2.5,2.5,1,2000.0,14.119010000000001,5.216819999999999,97.54881999999999,10.6,19.955370000000002,6.984789999999999,128.0667,7.598669999999999
8717,70,0.1,2.0,0.2,2,2000.0,-15.17796,-5.03501,69.75950999999999,0.0,17.63936,6.80462,79.4799,24.98936
8718,30,0.3,3.5,0.2,2,2000.0,-5.5467699999999995,-1.70996,82.47807,0.0,19.96122,6.98295,128.06636,22.88192
8719,70,0.3,3.5,4.0,50,2000.0,17.28136,10.37036,31.093290000000003,0.0,19.9935,7.05473,127.9997,19.484939999999998
8720,10,0.6,5.0,2.5,10,2000.0,-20.736639999999998,-6.53916,66.55044000000001,0.0,-20.00251,-7.01313,73.99249,5.98385
8721,70,0.6,4.0,5.0,2,2000.0,17.928060000000002,6.03616,103.33346999999999,2.8571400000000002,19.95562,6.98263,128.06667,4.23454
8722,100,1.0,0.2,3.5,50,2000.0,13.94899,4.7954,8.47558,0.0,19.9582,6.981339999999999,128.06651000000002,44.94423
8723,30,0.4,3.0,3.0,5,2000.0,20.40168,7.1921800000000005,61.796769999999995,3.33333,19.948710000000002,6.9788,128.06598,2.5375799999999997
8724,30,0.7,3.5,2.5,50,2000.0,14.44011,6.63762,27.56745,0.0,19.9687,7.0313,128.04179,26.57193
8725,70,0.5,4.0,3.0,50,2000.0,12.74262,3.09176,35.09715,0.0,19.9708,6.9264600000000005,128.03044,23.050060000000002
8726,100,0.3,4.0,3.0,5,2000.0,19.800279999999997,7.2651,67.7836,0.0,19.9543,6.984489999999999,128.06668,2.12356
8727,200,0.4,5.0,5.0,5,2000.0,19.71686,7.07468,68.17088000000001,1.0,19.95774,6.984780000000001,128.06665,2.78442
8728,200,0.9,1.0,1.0,1,2000.0,13.5905,5.06865,94.80513,17.0,19.95536,6.98491,128.0667,7.852360000000001
8729,10,0.1,3.5,0.5,5,2000.0,-5.49383,-3.41132,77.44057,0.0,19.542679999999997,6.2477800000000006,121.61693999999999,21.69728
8730,100,0.8,3.5,0.2,5,2000.0,-5.00346,-1.82795,63.1679,0.0,19.95737,6.96842,128.06401,22.82967
8731,200,0.5,5.0,2.0,2,2000.0,11.39321,4.749230000000001,92.22646,1.5,19.95514,6.982710000000001,128.06667,10.4627
8732,70,0.3,0.5,0.2,2,68.0,-19.96989,-6.99868,73.97665,0.0,-19.999489999999998,-6.99955,74.00609,0.0711
8733,5,0.4,2.5,2.5,2,2000.0,-19.91885,-6.9641399999999996,73.13969,0.0,-19.999879999999997,-6.997510000000001,74.00433000000001,0.75843
8734,100,1.0,3.0,0.2,1,2000.0,-4.92909,-1.48243,84.72731999999999,0.0,19.95611,6.98567,128.06667,22.5953
8735,30,0.8,5.0,4.0,1,2000.0,-20.00805,-6.987660000000001,73.38808,0.0,-19.9973,-6.999810000000001,74.00435999999999,0.53108
8736,10,0.4,4.0,0.5,10,2000.0,-19.60464,-7.14812,66.32977,0.0,-19.9866,-6.99545,73.99466,5.7107
8737,70,0.1,2.5,3.5,5,2000.0,19.74485,6.94694,72.50636,0.0,19.9414,6.98692,128.06479,1.82378
8738,100,0.4,2.5,1.0,50,2000.0,21.86605,8.14668,45.64116,4.0,19.95581,6.984369999999999,128.0667,14.046389999999999
8739,100,0.2,4.0,4.0,2,2000.0,16.34589,5.5696699999999995,100.60495999999999,1.0,19.95927,6.98517,128.06656,6.14913
8740,30,0.6,2.0,0.2,50,2000.0,18.501479999999997,5.61616,70.89515,30.0,19.95526,6.984610000000001,128.0667,16.45934
